featured,doi,AuthorInfo,output_type,stand_alone,name,published_date,published_numeric,published_mon_year,desc,desc_gpt,keywords,journal,AuthorInfoText,aff,pmid,pmcid,publication_link,tool_link,thumbnail,press_link,code_link,tool_label,external,aff_clean,output_type_title
FALSE,10.3390/ijerph20010424,"L Saavedra-Garcia, M Meza-Hernández, F Diez-Canseco, LS Taillie",publication,1,Reformulation of Top-Selling Processed and Ultra-Processed Foods and Beverages in the Peruvian Food Supply after Front-of-Package Warning Label Policy,2022-12-01,19327,December 2022,"Front-of-package warning label (FOPWL) policies incentivize the food industry to reduce the content of regulated nutrients in products. We explored changes in the content of nutrients of concern (sugar, saturated fat, trans fat, and sodium) and the percentage of products in the Peruvian food supply that would carry a FOPWL before and after Peru’s implementation of FOPWLs. Longitudinal data on the top-selling foods and beverages (n = 94) were collected at three time points: three months before the implementation of the policy, four months after, and two years after. Using the nutritional information declared on products’ labels, we compared quantities of nutrients of concern and the percentage of foods that would carry a FOPWL at each time point. Between the first and the third data collection, a decrease in the median sugar content of beverages was observed (from 9.0 to 5.9 g/100 mL, p = 0.005), accompanied by an increase in the use of nonnutritive sweeteners. This change drove the reduction of the percentage of beverages that would carry a FOPWL (from 59 to 31%, p = 0.011). Among foods, decreases were observed in saturated fat (from 6.7 to 5.9 g/100 g, p = 0.002). The percentage of foods that would carry a FOPWL according to their nutritional profile declined from before to after implementation of the policy (from 82 to 62%, p < 0.001). The study shows that the industry reformulated products in Peru after implementation of its FOPWL policy.","Peru's implementation of front-of-package warning labels resulted in a decrease in the content of regulated nutrients in food and beverages. Sugar and saturated fat levels decreased, leading to a reduction in the percentage of products that would carry a warning label. This indicates that the food industry reformulated their products in response to the policy. (384 characters)","Latin America, food labeling, food policy, food supply, front-of-package labeling, noncommunicable disease prevention, obesity prevention, sodium reduction, sugar policy",International Journal of Environmental Research and Public Health,"L Saavedra-Garcia, M Meza-Hernández, F Diez-Canseco, LS Taillie","CRONICAS Center of Excellence in Chronic Diseases, Universidad Peruana Cayetano Heredia, Lima 15074, Peru., Carolina Population Center, University of North Carolina at Chapel Hill, Chapel Hill, NC 27516, USA.",36612748,9819345,https://doi.org/10.3390/ijerph20010424,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"Universidad Peruana Cayetano Heredia, Lima, Peru, University of North Carolina, Chapel Hill",Publication
FALSE,10.1007/s11524-022-00689-5,"N Tumas, S Rodríguez López, M Mazariegos, A Ortigoza, C Anza Ramírez, C Pérez Ferrer, K Moore, G Yamada, MC Menezes, OL Sarmiento, JM Pericàs, F Belvis Costes, M Lazo, J Benach",publication,1,Are Women’s Empowerment and Income Inequality Associated with Excess Weight in Latin American Cities?,2022-11-01,19297,November 2022,"While income gradients and gender inequalities in excess weight have been noted elsewhere, data from Latin American cities is lacking. We analyzed gender-specific associations between city-level women's empowerment and income inequality with individual-level overweight/obesity, assessing how these associations vary by individual education or living conditions within cities in Latin America. Data came from national surveys and censuses, and was compiled by the SALURBAL project (Urban Health in Latin America). The sample included 79,422 individuals (58.0% women), living in 538 sub-cities, 187 cities, and 8 countries. We used gender-stratified Poisson multilevel models to estimate the Prevalence Rate Ratios (PRR) for overweight/obesity (body mass index ≥ 25 kg/m2) per a unit change in city-level women's empowerment (proxied by a score that measures gender inequalities in employment and education) and income inequality (proxied by income-based Gini coefficient). We also tested whether individual education or sub-city living conditions modified such associations. Higher city labor women's empowerment (in women) and higher city Gini coefficient (in men) were associated with a lower prevalence of overweight/obesity (PRR = 0.97 (95%CI 0.94, 0.99) and PRR = 0.94 (95%CI 0.90, 0.97), respectively). The associations varied by individual education and sub-city living conditions. For labor women's empowerment, we observed weakened associations towards the null effect in women with lower education and in residents of sub-cities with worse living conditions (men and women). For the Gini coefficient, the association was stronger among men with primary education, and a negative association was observed in women with primary education. Our findings highlight the need for promoting equity-based policies and interventions to tackle the high prevalence of excess weight in Latin American cities.","This study examined the relationship between women's empowerment, income inequality, and overweight/obesity in Latin American cities. Higher women's empowerment and income inequality were associated with lower prevalence of overweight/obesity. However, the associations varied based on individual education and sub-city living conditions. Promoting equity-based policies is important for addressing high weight prevalence in Latin American cities.","Cities, Income inequality, Latin America, Obesity, Overweight, Women’s empowerment",Journal of Urban Health : Bulletin of the New York Academy of Medicine,"N Tumas, S Rodríguez López, M Mazariegos, A Ortigoza, C Anza Ramírez, C Pérez Ferrer, K Moore, G Yamada, MC Menezes, OL Sarmiento, JM Pericàs, F Belvis Costes, M Lazo, J Benach","Department of Political and Social Sciences, Research Group on Health Inequalities, Environment, Employment Conditions Knowledge Network (GREDS-EMCONET), Universitat Pompeu Fabra, Barcelona, Spain. natalia.tumas@upf.edu., Centro de Investigaciones y Estudios sobre Cultura y Sociedad, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET) y Universidad Nacional de Córdoba, Córdoba, Argentina., INCAP Research Center for the Prevention of Chronic Diseases (CIIPEC), Institute of Nutrition of Central America and Panama (INCAP), Guatemala City, Guatemala., Urban Health Collaborative, Dornsife School of Public Health, Drexel University, Philadelphia, USA., CRONICAS Centre of Excellence in Chronic Diseases, Universidad Peruana Cayetano Heredia, Lima, Perú., National Institute of Public Health, Cuernavaca, Mexico., Universidade Federal de Ouro Preto, Ouro Preto, Brazil., School of Medicine, Universidad de los Andes, Bogotá, Colombia., Department of Political and Social Sciences, Research Group on Health Inequalities, Environment, Employment Conditions Knowledge Network (GREDS-EMCONET), Universitat Pompeu Fabra, Barcelona, Spain.",36357625,7613896,https://doi.org/10.1007/s11524-022-00689-5,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"Universitat Pompeu Fabra, Barcelona, Spain, Consejo Nacional de Investigaciones Científicas y Técnicas, Argentina, Universidad Nacional de Córdoba, Córdoba, Argentina, Institute of Nutrition of Central America and Panama (INCAP), Guatemala City, Guatemala, Drexel University, Universidad Peruana Cayetano Heredia, Lima, Peru, National Institute of Public Health, Cuernavaca, Mexico, Universidade Federal de Ouro Preto, Ouro Preto, Brazil, Universidad de los Andes, Bogotá, Colombia",Publication
FALSE,10.3390/su142214715,"I Avila-Palencia, BN Sánchez, DA Rodríguez, C Perez-Ferrer, JJ Miranda, N Gouveia, U Bilal, AF Useche, MA Wilches-Mogollon, K Moore, OL Sarmiento, AV Diez Roux",publication,1,Health and Environmental Co-Benefits of City Urban Form in Latin America: An Ecological Study,2022-11-01,19297,November 2022,"We investigated the association of urban landscape profiles with health and environmental outcomes, and whether those profiles are linked to environmental and health co-benefits. In this ecological study, we used data from 208 cities in 8 Latin American countries of the SALud URBana en América Latina (SALURBAL) project. Four urban landscape profiles were defined with metrics for the fragmentation, isolation, and shape of patches (contiguous area of urban development). Four environmental measures (lack of greenness, PM2.5, NO2, and carbon footprint), two cause-specific mortality rates (non-communicable diseases and unintentional injury mortality), and prevalence of three risk factors (hypertension, diabetes, and obesity) for adults were used as the main outcomes. We used linear regression models to evaluate the association of urban landscape profiles with environmental and health outcomes. In addition, we used finite mixture modeling to create co-benefit classes. Cities with the scattered pixels profile (low fragmentation, high isolation, and compact shaped patches) were most likely to have positive co-benefits. Profiles described as proximate stones (moderate fragmentation, moderate isolation, and irregular shape) and proximate inkblots (moderate-high fragmentation, moderate isolation, and complex shape) were most likely to have negative co-benefits. The contiguous large inkblots profile (low fragmentation, low isolation, and complex shape) was most likely to have mixed benefits.","This study analyzed the relationship between urban landscape profiles and health and environmental outcomes in 208 Latin American cities. Four landscape profiles were identified based on urban development metrics, and their association with environmental measures, mortality rates, and risk factors was examined. Cities with scattered pixels had positive co-benefits, while those with proximate stones and proximate inkblots had negative co-benefits. The contiguous large inkblots profile had mixed benefits.","Latin America, air pollution, cities, co-benefits, green space, population density, risk factors",Sustainability,"I Avila-Palencia, BN Sánchez, DA Rodríguez, C Perez-Ferrer, JJ Miranda, N Gouveia, U Bilal, AF Useche, MA Wilches-Mogollon, K Moore, OL Sarmiento, AV Diez Roux","Centre for Public Health, School of Medicine, Dentistry and Biomedical Sciences, Queen's University Belfast, Belfast BT12 6BA, Northern Ireland, UK., Department of Epidemiology and Biostatistics, Dornsife School of Public Health, Drexel University, Philadelphia, PA 19104, USA., Department of City and Regional Planning, University of California-Berkeley, Berkeley, CA 94720, USA., CONACYT-National Institute of Public Health, Cuernavaca 62100, Mexico., CRONICAS Center of Excellence in Chronic Diseases, Universidad Peruana Cayetano Heredia, Lima 15074, Peru., Department of Preventive Medicine, University of São Paulo Medical School, São Paulo 01246-903, Brazil., Urban Health Collaborative, Dornsife School of Public Health, Drexel University, Philadelphia, PA 19104, USA., Department of Industrial Engineering, School of Engineering, Universidad de los Andes, Bogotá 111711, Colombia., School of Medicine, Universidad de los Andes, Bogotá 111711, Colombia.",36926000,7614319,https://doi.org/10.3390/su142214715,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"Queen's University Belfast, Northern Ireland, UK, Drexel University, University of California, Berkeley, National Institute of Public Health, Cuernavaca, Mexico, Universidad Peruana Cayetano Heredia, Lima, Peru, Universidade de São Paulo, São Paulo, Brazil, Universidad de los Andes, Bogotá, Colombia",Publication
FALSE,10.1371/journal.pone.0277441,"JF Sousa Filho, UM Silva, LL Lima, ASS Paiva, GF Santos, RFS Andrade, N Gouveia, IH Silveira, AA de Lima Friche, ML Barreto, WT Caiaffa",publication,1,Association of urban inequality and income segregation with COVID-19 mortality in Brazil,2022-11-01,19297,November 2022,"Socioeconomic factors have exacerbated the impact of COVID-19 worldwide. Brazil, already marked by significant economic inequalities, is one of the most affected countries, with one of the highest mortality rates. Understanding how inequality and income segregation contribute to excess mortality by COVID-19 in Brazilian cities is essential for designing public health policies to mitigate the impact of the disease. This paper aims to fill in this gap by analyzing the effect of income inequality and income segregation on COVID-19 mortality in large urban centers in Brazil. We compiled weekly COVID-19 mortality rates from March 2020 to February 2021 in a longitudinal ecological design, aggregating data at the city level for 152 Brazilian cities. Mortality rates from COVID-19 were compared across weeks, cities and states using mixed linear models. We estimated the associations between COVID-19 mortality rates with income inequality and income segregation using mixed negative binomial models including city and week-level random intercepts. We measured income inequality using the Gini index and income segregation using the dissimilarity index using data from the 2010 Brazilian demographic census. We found that 88.2% of COVID-19 mortality rates variability was between weeks, 8.5% between cities, and 3.3% between states. Higher-income inequality and higher-income segregation values were associated with higher COVID-19 mortality rates before and after accounting for all adjustment factors. In our main adjusted model, rate ratios (RR) per 1 SD increases in income inequality and income segregation were associated with 17% (95% CI 9% to 26%) and 11% (95% CI 4% to 19%) higher mortality. Income inequality and income segregation are long-standing hallmarks of large Brazilian cities. Risk factors related to the socioeconomic context affected the course of the pandemic in the country and contributed to high mortality rates. Pre-existing social vulnerabilities were critical factors in the aggravation of COVID-19, as supported by the observed associations in this study.","This study analyzes the impact of income inequality and segregation on COVID-19 mortality in Brazilian cities. It finds that higher levels of inequality and segregation are associated with higher mortality rates. These socioeconomic factors contribute to the high mortality rates in Brazil, highlighting the importance of addressing social vulnerabilities in pandemic response and public health policies.","",PLOS ONE,"JF Sousa Filho, UM Silva, LL Lima, ASS Paiva, GF Santos, RFS Andrade, N Gouveia, IH Silveira, AA de Lima Friche, ML Barreto, WT Caiaffa","Center of Data and Knowledge Integration for Health (CIDACS), Salvador, Brazil., Observatory for Urban Health in Belo Horizonte (OSUBH)-Federal University of Minas Gerais, Belo Horizonte, MG, Brazil., University of São Paulo Medical School, São Paulo, Brazil.",36378655,9665357,https://doi.org/10.1371/journal.pone.0277441,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"Center of Data and Knowledge Integration for Health (CIDACS), Brazil, Federal University of Minas Gerais, Belo Horizonte, Minas Gerais, Brazil, Universidade de São Paulo, São Paulo, Brazil",Publication
FALSE,10.3389/fnut.2022.1004106,"L Saavedra-Garcia, X Taboada-Ramirez, A Hernández-Vásquez, F Diez-Canseco",publication,1,"Marketing techniques, health, and nutritional claims on processed foods and beverages before and after the implementation of mandatory front-of-package warning labels in Peru",2022-11-01,19297,November 2022,"In June 2019, mandatory front-of-package warning labels (FOPL) were implemented in Peru. The aim of the study was to describe changes in marketing strategies on packaging: marketing techniques (MT), health claims (HC), and nutritional claims (NC) on the packaging of products frequently consumed by children before and after the FOPL implementation. Product photos were taken pre- (March 2019) and post-implementation (March-October 2020) in three supermarkets in Lima, Peru. Following INFORMAS protocols and Peruvian Technical Norms, the presence of MT, HC, and NC was assessed on all package sides. Products were classified as ""high-in"" and ""not high-in"" based on the regulation threshold for critical nutrients. Differences in the proportion of products with each strategy in both periods were evaluated. Also, a subsample of products was matched according to the barcode and exact McNemar test was used to compare proportions of strategies pre/post-implementation. We included 883 and 1,035 products in pre- and post-implementation, respectively. In both periods, MT appeared on almost 70% of all products. The presence of HC increased significantly only for beverages (24.5-38.1%, p < 0.001). In both phases, NC were commonly used on beverages (>80%). Overall, the prevalence of ""high-in"" products using MT increased (73.6-82.1%, p = 0.007), while use of HC increased among ""not high-in"" products (32.9-41.6%, p < 0.001). There is a high frequency of MT on all products and NC on beverages. The increase in MT in ""high-in"" products may be an industry response to minimize the impact of the FOPL on food choices and sales. New regulatory aspects regarding labeling should be implemented to strengthen the current policy.","A study in Peru examined changes in marketing strategies on product packaging after the implementation of front-of-package warning labels. Marketing techniques were prevalent on most products, while health claims increased for beverages. Nutritional claims were commonly used on beverages. The prevalence of marketing techniques increased for ""high-in"" products, while health claims increased for ""not high-in"" products. The findings suggest the need for stronger labeling regulations.","Peru, food marketing, front-of-package warning labels, health claims, marketing techniques, nutritional claims",Frontiers in Nutrition,"L Saavedra-Garcia, X Taboada-Ramirez, A Hernández-Vásquez, F Diez-Canseco","CRONICAS Center of Excellence in Chronic Diseases, Universidad Peruana Cayetano Heredia, Lima, Peru.",36407533,9666783,https://doi.org/10.3389/fnut.2022.1004106,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"Universidad Peruana Cayetano Heredia, Lima, Peru",Publication
FALSE,10.1186/s40621-022-00407-4,"PH Mullachery, DA Quistberg, M Lazo, K Indvik, C Perez-Ferrer, N López-Olmedo, MA Colchero, U Bilal",publication,1,Evaluation of the national sobriety checkpoints program in Mexico: a difference-in-difference approach with variation in timing of program adoption,2022-11-01,19297,November 2022,"Up to a third of global road traffic deaths, and one in five in Mexico, are attributable to alcohol. In 2013, Mexico launched a national sobriety checkpoints program designed to reduce drink-driving in municipalities with high rates of alcohol-related collisions. Our study measured the association between the sobriety checkpoints program and road traffic mortality rates in 106 urban municipalities.",Mexico's sobriety checkpoints program aimed to reduce drink-driving incidents in high-risk areas. Our study analyzed its impact on road traffic mortality rates in 106 urban municipalities.,"Alcohol control policy, Alcohol-related harm, Drink-driving policies, Latin America, Mexico, Road traffic deaths",Injury Epidemiology,"PH Mullachery, DA Quistberg, M Lazo, K Indvik, C Perez-Ferrer, N López-Olmedo, MA Colchero, U Bilal","Urban Health Collaborative, Drexel Dornsife School of Public Health, 3600 Market St, Philadelphia, PA, 19104, USA. pricila.mullachery@temple.edu., Urban Health Collaborative, Drexel Dornsife School of Public Health, 3600 Market St, Philadelphia, PA, 19104, USA., National Council for Science and Technology, 03940, Mexico City, Mexico., Center for Population and Health Research, Instituto Nacional de Salud Pública, 62100, Cuernavaca, Morelos, Mexico., Center for Health Systems Research, Instituto Nacional de Salud Pública, 62100, Cuernavaca, Morelos, Mexico.",36411475,9680121,https://doi.org/10.1186/s40621-022-00407-4,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"Drexel University, National Council for Science and Technology, Ciudad de México, Mexico, Instituto Nacional de Salud Pública, Mexico",Publication
FALSE,10.1136/bmjgh-2022-009737,"A Braverman-Bronstein, D Vidaña-Pérez, AF Ortigoza, L Baldovino-Chiquillo, F Diez-Canseco, J Maslowsky, BN Sánchez, T Barrientos-Gutiérrez, AV Diez Roux",publication,1,Adolescent birth rates and the urban social environment in 363 Latin American cities,2022-10-01,19266,October 2022,"Latin America has the second-highest adolescent birth rate (ABR) worldwide. Variation between urban and rural areas and evidence linking country development to ABR points towards upstream factors in the causal pathway. We investigated variation in ABR within and between cities, and whether different features of urban social environments are associated with ABR.","This study examines the variation in adolescent birth rates (ABR) within and between cities in Latin America. It explores the association between different features of urban social environments and ABR, considering the potential upstream factors in the causal pathway.","epidemiology, maternal health, public health",BMJ Global Health,"A Braverman-Bronstein, D Vidaña-Pérez, AF Ortigoza, L Baldovino-Chiquillo, F Diez-Canseco, J Maslowsky, BN Sánchez, T Barrientos-Gutiérrez, AV Diez Roux","Urban Health Collaborative, Dornsife School of Public Health, Drexel University, Philadelphia, Pennsylvania, USA ab4257@drexel.edu., Center for Survey Research and Evaluation, National Institute of Public Health, Cuernavaca, Mexico., Urban Health Collaborative, Dornsife School of Public Health, Drexel University, Philadelphia, Pennsylvania, USA., School of Medicine, Universidad de los Andes, Bogota, Colombia., CRONICAS Center of Excellence in Chronic Diseases, Universidad Peruana Cayetano Heredia, Lima, Peru., Center of Excellence in Maternal and Child Health School of Public Health, University of Illinois at Chicago, Chicago, Illinois, USA., Center for Population Health Research, National Institute of Public Health, Cuernavaca, Mexico.",36253017,9577896,https://doi.org/10.1136/bmjgh-2022-009737,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"Drexel University, National Institute of Public Health, Cuernavaca, Mexico, Universidad de los Andes, Bogotá, Colombia, Universidad Peruana Cayetano Heredia, Lima, Peru, University of Illinois at Chicago",Publication
FALSE,10.3390/ijerph192013443,"JMN Guimarães, B Acharya, K Moore, N López-Olmedo, MC de Menezes, D Stern, AAL Friche, X Wang, X Delclòs-Alió, DA Rodriguez, OL Sarmiento, L de Oliveira Cardoso",publication,1,City-Level Travel Time and Individual Dietary Consumption in Latin American Cities: Results from the SALURBAL Study,2022-10-01,19266,October 2022,"There is limited empirical evidence on how travel time affects dietary patterns, and even less in Latin American cities (LACs). Using data from 181 LACs, we investigated whether longer travel times at the city level are associated with lower consumption of vegetables and higher consumption of sugar-sweetened beverages and if this association differs by city size. Travel time was measured as the average city-level travel time during peak hours and city-level travel delay time was measured as the average increase in travel time due to congestion on the street network during peak hours. Vegetables and sugar-sweetened beverages consumption were classified according to the frequency of consumption in days/week (5-7: ""frequent"", 2-4: ""medium"", and ≤1: ""rare""). We estimate multilevel ordinal logistic regression modeling for pooled samples and stratified by city size. Higher travel time (Odds Ratio (OR) = 0.65; 95% Confidence Interval (CI) 0.49-0.87) and delay time (OR = 0.57; CI 0.34-0.97) were associated with lower odds of frequent vegetable consumption. For a rare SSB consumption, we observed an inverse association with the delay time (OR = 0.65; CI 0.44-0.97). Analysis stratified by city size show that these associations were significant only in larger cities. Our results suggest that travel time and travel delay can be potential urban determinants of food consumption.","Longer travel times in Latin American cities are associated with lower vegetable consumption and higher sugar-sweetened beverage consumption, particularly in larger cities. This suggests that travel time and delay can affect dietary patterns.","city level travel time, diet, mobility systems, urban health",International Journal of Environmental Research and Public Health,"JMN Guimarães, B Acharya, K Moore, N López-Olmedo, MC de Menezes, D Stern, AAL Friche, X Wang, X Delclòs-Alió, DA Rodriguez, OL Sarmiento, L de Oliveira Cardoso","Epidemiology Department, National School of Public Health, Oswaldo Cruz Foundation, Rio de Janeiro 21041-210, Brazil., Urban Health Collaborative, Dornsife School of Public Health, Drexel University, Philadelphia, PA 19104, USA., Population Health Research Center, National Instituto Nacional de Salud Pública, Cuernavaca 62100, Mexico., Department of Clinical and Social Nutrition, Federal University of Ouro Preto, Ouro Preto 35400-000, Brazil., CONACyT-Population Health Research Center, National Instituto Nacional de Salud Pública, Cuernavaca 62100, Mexico., Department of Speech, Language and Audiology Sciences, Observatory for Urban Health in Belo Horizonte, School of Medicine, Federal University of Minas Gerais, Belo Horizonte 30310-692, Brazil., Department of Real Estate, National University of Singapore, Singapore 119245, Singapore., Research Group on Territorial Analysis and Tourism Studies (GRATET), Department of Geography, Universitat Rovira i Virgili, 43480 Vila-seca, Catalonia, Spain., Institute of Transportation Studies, Department of City and Regional Planning, University of California, Berkeley, CA 94720, USA., Department of Public Health, School of Medicine, Universidad de Los Andes, Bogota 111711, Colombia.",36294020,9602577,https://doi.org/10.3390/ijerph192013443,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"Oswaldo Cruz Foundation, Rio de Janeiro, Brazil, Drexel University, Instituto Nacional de Salud Pública, Mexico, Universidade Federal de Ouro Preto, Ouro Preto, Brazil, Federal University of Minas Gerais, Belo Horizonte, Minas Gerais, Brazil, National University of Singapore, Singapore, Universitat Rovira i Virgili, 43480 Vila-seca, Catalonia, Spain, University of California, Berkeley, Universidad de los Andes, Bogotá, Colombia",Publication
FALSE,10.1016/j.healthplace.2021.102611,"N Tumas, S Rodríguez López, U Bilal, AF Ortigoza, AV Diez Roux",publication,1,Urban social determinants of non-communicable diseases risk factors in Argentina,2022-09-01,19236,September 2022,"We examined associations of individual-, neighborhood- and city-level education -as proxies of SES at different levels-, with diabetes, hypertension, obesity, smoking and binge drinking (non-communicable disease risk factors -NCD/RF) among Argentinian adults. We estimated mixed models based on 21,415 individuals from the 2013 National Survey of Risk Factors, living in 2,698 neighborhoods and 33 cities. Gradients by individual-level education differed by gender and NCD/RF, and some were modified by city education. In addition, we identified contextual effects of neighborhood and city education on some NCD/RF. Urban efforts to tackle NCD/RF in Argentina should be context- and gender-sensitive, and mainly focused on socially disadvantaged groups.","This study examined the relationship between individual, neighborhood, and city-level education and non-communicable disease risk factors among adults in Argentina. Results showed that education levels varied by gender and risk factors, and were influenced by city education. Neighborhood and city education also had an impact on some risk factors. Efforts to address non-communicable disease risk factors in Argentina should consider these contextual factors and focus on socially disadvantaged groups.","Argentina, Mixed models, Non-communicable diseases, Social determinants, Urban",Health & Place,"N Tumas, S Rodríguez López, U Bilal, AF Ortigoza, AV Diez Roux","Departament de Ciències Polítiques i Socials, Universitat Pompeu Fabra, Barcelona, Spain, Centro de Investigaciones y Estudios sobre Cultura y Sociedad, Consejo Nacional de Investigaciones Científicas y Técnicas y Universidad Nacional de Córdoba, Argentina. Electronic address: natalia.tumas@upf.edu., Centro de Investigaciones y Estudios sobre Cultura y Sociedad, Consejo Nacional de Investigaciones Científicas y Técnicas y Universidad Nacional de Córdoba, Argentina, Facultad de Ciencias Exactas, Físicas y Naturales, Universidad Nacional de Córdoba, Argentina. Electronic address: santiago.rodriguez@conicet.gov.ar., Urban Health Collaborative, Dornsife School of Public Health, Drexel University, Philadelphia, PA, USA, Department of Epidemiology and Biostatistics, Dornsife School of Public Health, Drexel University, Philadelphia, USA. Electronic address: ub45@drexel.edu., Urban Health Collaborative, Dornsife School of Public Health, Drexel University, Philadelphia, PA, USA. Electronic address: afo25@drexel.edu., Department of Epidemiology and Biostatistics, Dornsife School of Public Health, Drexel University, Philadelphia, USA. Electronic address: avd37@drexel.edu.",34210611,8714870,https://doi.org/10.1016/j.healthplace.2021.102611,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"Universitat Pompeu Fabra, Barcelona, Spain, Consejo Nacional de Investigaciones Científicas y Técnicas, Argentina, Universidad Nacional de Córdoba, Córdoba, Argentina, Drexel University",Publication
FALSE,10.1016/j.envint.2022.107412,"M Bakhtsiyarava, A Ortigoza, BN Sánchez, A Braverman-Bronstein, JL Kephart, S Rodríguez López, J Rodríguez, AV Diez Roux",publication,1,Ambient temperature and term birthweight in Latin American cities☆,2022-09-01,19236,September 2022,"Extreme temperatures may lead to adverse pregnancy and birth outcomes, including low birthweight. Studies on the impact of temperature on birthweight have been inconclusive due to methodological challenges related to operationalizing temperature exposure, the definitions of exposure windows, accounting for gestational age, and a limited geographic scope.","Extreme temperatures have been linked to negative pregnancy and birth outcomes, such as low birthweight. However, studies have faced difficulties in measuring temperature exposure, defining exposure time frames, considering gestational age, and including diverse locations.","Birthweight, Latin America, Temperature, Urban",Environment International,"M Bakhtsiyarava, A Ortigoza, BN Sánchez, A Braverman-Bronstein, JL Kephart, S Rodríguez López, J Rodríguez, AV Diez Roux","Institute of Urban and Regional Development, University of California Berkeley, USA. Electronic address: mariab@berkeley.edu., Urban Health Collaborative, Dornsife School of Public Health, Drexel University, USA., Department of Epidemiology and Biostatistics, Dornsife School of Public Health, Drexel University, USA., Centro de Investigaciones y Estudios sobre Cultura y Sociedad, Consejo Nacional de Investigaciones Científicas y Técnicas y Universidad Nacional de Córdoba, Córdoba, Argentina, Facultad de Ciencias Exactas, Físicas y Naturales, Universidad Nacional de Córdoba, Córdoba, Argentina., Urban Health Collaborative, Dornsife School of Public Health, Drexel University, USA",35870377,9376808,https://doi.org/10.1016/j.envint.2022.107412,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"University of California, Berkeley, Drexel University, Consejo Nacional de Investigaciones Científicas y Técnicas, Argentina, Universidad Nacional de Córdoba, Córdoba, Argentina",Publication
FALSE,10.1136/bmjopen-2022-061277,"S Rodríguez López, N Tumas, U Bilal, KA Moore, B Acharya, H Quick, DA Quistberg, GE Acevedo, AV Diez Roux",publication,1,"Intraurban socioeconomic inequalities in life expectancy: a population-based cross-sectional analysis in the city of Córdoba, Argentina (2015–2018)",2022-09-01,19236,September 2022,"To evaluate variability in life expectancy at birth in small areas, describe the spatial pattern of life expectancy, and examine associations between small-area socioeconomic characteristics and life expectancy in a mid-sized city of a middle-income country.",This study examines the variability in life expectancy at birth in small areas and its association with socioeconomic factors in a mid-sized city of a middle-income country. It aims to identify spatial patterns and understand the factors affecting life expectancy.,"epidemiology, public health, social medicine",BMJ Open,"S Rodríguez López, N Tumas, U Bilal, KA Moore, B Acharya, H Quick, DA Quistberg, GE Acevedo, AV Diez Roux","Centro de Investigaciones y Estudios sobre Cultura y Sociedad, Consejo Nacional de Investigaciones Científicas y Técnicas, Córdoba, Argentina santiago.rodriguez@unc.edu.ar., Centro de Investigaciones y Estudios sobre Cultura y Sociedad, Consejo Nacional de Investigaciones Científicas y Técnicas, Córdoba, Argentina., Urban Health Collaborative, Dornsife School of Public Health, Drexel University, Philadelphia, Pennsylvania, USA., Cátedra de Medicina Preventiva y Social, Facultad de Ciencias Médicas, Universidad Nacional de Córdoba, Córdoba, Argentina.",36691155,9442478,https://doi.org/10.1136/bmjopen-2022-061277,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"Consejo Nacional de Investigaciones Científicas y Técnicas, Argentina, Drexel University, Universidad Nacional de Córdoba, Córdoba, Argentina",Publication
